frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,will_reoffend_same_violation,next_repeated_violation
5,4,3,1,23,0,5,0.478,0.833,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,2,2,2,19,1,10,0.316,0.818,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,0,8,2,12,0,1,0.667,1.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,1,1,0,29,1,7,0.103,1.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,0,8,0,25,1,0,0.32,3.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,5,4,2,8,1,1,1.75,1.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,3,1,1,24,1,10,0.292,0.455,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,4,2,0,10,0,8,1.0,0.111,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,2,6,2,6,0,0,1.667,17.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,3,2,2,8,1,13,1.0,0.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,3,2,0,21,0,13,0.381,0.286,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,4,4,0,9,0,5,1.333,2.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,2,2,1,12,0,0,0.5,14.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,0,0,2,30,0,13,0.0,0.357,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,3,8,1,3,0,3,4.667,2.25,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,4,7,1,25,0,2,0.6,0.667,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,2,6,1,30,1,2,0.333,6.667,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,2,2,2,30,1,5,0.2,0.833,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,0,4,0,26,1,15,0.154,0.062,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,5,4,1,27,0,2,0.519,2.333,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,3,0,1,12,0,4,0.5,2.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,4,3,1,4,0,7,2.75,1.75,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,0,3,2,8,0,12,0.375,0.462,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,0,5,2,22,1,3,0.227,1.75,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,3,7,1,28,0,13,0.464,1.214,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,5,4,2,15,1,3,0.933,0.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,2,0,1,27,1,15,0.148,0.75,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,1,2,0,30,1,1,0.133,5.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
19,4,5,1,19,0,8,0.684,2.111,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,2,4,2,27,1,15,0.296,1.125,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,0,3,1,10,1,13,0.3,0.857,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,1,3,0,18,0,12,0.278,0.769,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,5,0,2,21,1,8,0.476,1.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,4,1,2,17,0,1,0.529,1.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,0,2,0,20,0,11,0.1,0.583,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,1,7,1,15,1,10,0.6,0.818,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,0,1,0,26,1,8,0.038,0.667,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,4,7,2,8,1,14,1.875,0.467,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,1,7,1,16,0,8,0.562,0.667,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,2,6,0,21,0,14,0.476,0.733,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,4,5,0,24,1,9,0.542,0.4,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,5,5,0,15,1,8,1.0,1.667,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,2,8,2,29,0,6,0.414,1.714,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,1,4,1,15,1,9,0.4,1.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,4,8,1,19,0,12,0.842,1.231,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,1,1,2,13,0,5,0.231,0.833,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,5,6,0,23,1,0,0.696,3.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,1,3,0,8,1,12,0.625,1.077,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,0,1,0,22,1,13,0.045,0.643,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,1,0,0,30,1,1,0.067,5.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,2,4,0,24,0,1,0.333,10.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,5,8,0,12,0,8,1.5,0.556,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,0,7,1,13,0,11,0.538,1.333,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,1,3,2,14,0,6,0.357,0.143,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,3,0,2,17,1,7,0.353,0.625,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
13,4,7,1,25,1,0,0.6,13.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,4,3,0,6,0,5,1.833,1.833,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,3,2,0,12,0,1,0.667,5.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,3,7,2,19,1,2,0.684,5.333,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,4,2,2,12,1,3,0.833,1.25,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,2,6,0,15,0,13,0.667,0.286,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,5,6,1,3,0,9,5.333,0.9,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,2,4,1,11,0,5,0.727,0.167,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,5,3,0,12,1,12,1.083,1.308,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,4,7,1,3,1,12,5.0,0.692,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,1,6,2,8,0,9,1.0,1.4,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,1,5,1,7,0,3,1.0,0.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,1,6,0,26,0,10,0.308,1.818,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,2,7,1,30,1,4,0.367,2.2,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,4,1,1,27,0,10,0.333,0.818,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,0,0,2,26,0,0,0.0,2.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,5,1,2,5,1,0,2.2,4.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,4,2,0,5,1,1,2.0,7.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,0,4,1,27,1,6,0.148,0.714,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,5,3,1,21,1,12,0.619,1.538,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,2,6,1,15,1,9,0.667,2.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,2,6,1,25,0,11,0.4,0.75,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,2,2,0,24,0,11,0.25,1.25,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,3,0,0,14,0,5,0.429,1.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,0,7,2,13,0,13,0.538,0.786,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,2,8,1,9,0,11,1.333,1.167,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,5,2,0,14,1,13,0.857,0.857,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,1,5,2,22,1,3,0.318,4.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,3,7,0,23,1,11,0.565,0.083,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,4,8,2,21,0,14,0.762,0.733,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,2,1,2,8,1,1,0.625,2.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,4,2,2,25,0,2,0.4,2.667,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,0,3,0,30,1,7,0.1,0.125,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,2,7,1,3,0,12,3.667,0.923,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,2,8,1,10,0,12,1.2,0.846,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,4,0,0,16,1,1,0.5,5.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,1,8,1,15,0,13,0.667,0.143,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,1,1,0,4,1,9,0.75,2.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,5,3,2,4,1,1,3.25,8.5,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,1,4,2,5,1,2,1.2,4.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,4,1,0,26,0,10,0.346,0.455,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,5,0,0,18,0,3,0.556,3.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,1,1,2,4,0,15,0.75,0.938,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,0,7,2,6,0,1,1.167,6.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,3,5,2,29,1,6,0.379,2.429,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,2,7,2,26,1,11,0.423,0.333,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,0,7,1,12,1,4,0.583,2.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,2,0,1,17,1,11,0.235,0.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,1,8,0,19,0,12,0.526,0.769,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,4,6,2,12,0,6,1.167,1.571,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,1,4,2,7,1,6,0.857,0.857,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,2,2,0,7,0,9,0.857,1.4,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,1,0,1,21,0,3,0.095,4.25,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,3,4,2,29,0,12,0.345,1.385,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,4,3,0,26,0,2,0.423,0.667,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,2,0,2,17,0,3,0.235,3.75,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,5,3,1,5,0,14,2.6,0.533,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,3,7,1,25,0,4,0.52,2.4,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,0,6,1,7,0,3,0.857,3.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,1,6,2,6,0,4,1.333,2.8,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,0,8,1,7,1,10,1.143,1.091,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,5,3,2,7,1,13,1.857,0.571,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,4,5,0,6,1,12,2.167,0.692,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,4,2,2,9,0,13,1.111,0.857,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,3,2,1,5,1,0,1.6,10.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,2,8,0,6,1,15,2.0,0.938,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,0,5,1,4,1,11,1.25,1.167,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,2,5,1,27,1,8,0.333,0.778,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,1,1,2,8,0,12,0.375,0.308,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,4,1,2,21,0,0,0.429,2.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,3,1,0,24,0,10,0.292,1.455,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,1,1,2,12,1,6,0.25,0.286,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,3,0,1,17,0,3,0.353,2.5,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,3,5,0,11,1,12,1.0,0.231,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,1,2,0,27,0,6,0.148,2.571,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,1,0,2,9,0,1,0.222,8.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,0,2,1,7,1,5,0.286,1.833,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,0,3,0,8,0,1,0.375,2.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,4,7,1,26,0,7,0.577,0.625,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,2,8,2,29,0,6,0.414,1.571,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,4,1,2,13,1,12,0.692,1.385,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,4,6,1,25,1,5,0.56,2.667,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,0,6,2,14,0,0,0.429,1.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
19,4,8,2,27,0,6,0.593,2.714,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,4,8,0,22,0,3,0.727,3.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,1,2,1,13,1,0,0.308,20.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,2,7,0,11,0,1,1.0,4.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
19,5,2,0,20,1,4,0.6,3.8,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,0,1,1,16,1,7,0.062,1.875,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,5,8,1,14,1,3,1.286,0.75,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,1,0,2,5,0,10,0.4,0.364,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,4,0,0,15,1,11,0.533,0.667,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,1,4,0,26,1,5,0.231,1.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,1,1,2,8,1,8,0.375,0.889,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,0,4,2,13,0,15,0.308,0.688,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,4,5,0,20,0,3,0.65,1.25,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,3,2,0,10,0,6,0.8,1.286,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,0,0,1,29,0,7,0.0,0.125,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,2,2,2,10,1,6,0.6,1.714,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,5,8,2,19,1,8,0.947,1.222,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,5,2,0,10,1,7,1.2,1.125,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,3,5,0,11,0,8,1.0,0.556,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,1,1,1,20,1,14,0.15,0.067,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,0,4,2,27,0,11,0.148,0.167,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,0,7,2,13,1,3,0.538,3.75,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,2,5,0,25,0,13,0.36,0.714,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,4,4,0,24,1,10,0.5,0.818,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,4,2,2,3,0,1,3.333,10.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,5,2,0,30,0,11,0.4,0.667,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
13,0,2,2,9,0,9,0.222,1.3,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
13,4,1,2,21,0,12,0.429,1.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,0,6,1,9,0,1,0.667,6.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,1,2,1,8,0,7,0.5,0.75,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,3,6,0,9,0,2,1.333,0.333,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,4,7,2,6,0,13,2.5,1.286,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,0,1,1,6,0,5,0.167,1.667,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,1,7,1,22,1,14,0.409,1.2,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
13,1,6,0,26,1,13,0.308,0.929,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
19,2,4,0,22,1,12,0.364,1.462,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,0,4,2,29,0,15,0.138,0.125,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,5,3,0,26,0,6,0.5,1.286,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,0,3,1,11,0,15,0.273,0.875,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,1,4,1,29,1,9,0.207,1.5,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
5,0,7,1,17,1,9,0.412,0.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,3,2,0,19,1,12,0.421,0.231,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,5,1,2,6,1,4,1.833,3.4,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,5,1,1,9,1,4,1.222,2.2,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,1,4,1,13,1,14,0.462,0.267,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
13,0,7,1,6,0,7,1.167,1.625,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,0,8,0,28,1,6,0.286,2.286,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,5,1,1,17,0,1,0.647,8.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,0,1,1,16,1,3,0.062,0.25,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,2,8,1,10,0,10,1.2,0.636,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,4,6,2,8,0,4,1.75,0.6,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,4,1,2,22,0,8,0.409,1.667,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,4,0,1,28,0,0,0.286,4.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,3,6,2,17,1,1,0.706,9.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,5,7,0,29,1,1,0.586,8.5,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,1,6,1,25,0,13,0.32,1.429,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,3,4,2,11,0,11,0.909,0.75,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,3,6,2,7,1,8,1.714,2.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,2,5,0,10,1,13,0.9,0.857,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
14,2,8,0,21,1,14,0.571,0.933,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,3,7,1,21,0,13,0.619,1.429,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,5,0,2,21,1,11,0.476,0.917,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,2,8,1,24,0,11,0.5,1.333,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,3,2,2,6,1,6,1.333,0.286,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
19,0,1,1,6,1,8,0.167,2.111,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,1,5,0,27,0,10,0.259,0.364,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
9,1,1,1,13,0,3,0.231,2.25,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,5,8,0,29,0,15,0.621,0.625,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,5,1,1,9,1,8,1.222,0.667,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,2,5,2,5,1,1,1.8,9.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,1,8,2,23,1,14,0.435,0.533,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
12,4,8,2,22,1,5,0.727,2.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,3,7,2,3,0,15,4.333,0.438,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
13,1,2,1,27,1,5,0.148,2.167,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
16,2,4,0,8,1,13,1.0,1.143,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,2,1,2,22,0,7,0.227,2.5,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
6,4,0,0,29,1,9,0.276,0.6,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,3,0,2,15,0,12,0.4,1.308,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
19,5,7,0,29,1,14,0.586,1.267,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
8,0,8,1,8,0,11,1.0,0.667,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,2,1,1,12,1,15,0.417,0.125,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,3,7,1,27,1,7,0.481,1.25,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,0,7,2,14,0,13,0.5,1.286,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
3,0,3,2,23,1,14,0.13,0.2,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,3,8,0,25,1,11,0.56,0.583,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
19,1,8,2,15,0,9,0.667,1.9,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,1,4,0,17,0,14,0.353,1.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
1,3,7,2,18,0,13,0.722,0.071,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
15,0,8,1,6,0,10,1.333,1.364,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
20,0,8,0,18,0,13,0.444,1.429,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
17,4,0,2,5,0,0,1.6,17.0,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
7,3,1,2,26,1,2,0.269,2.333,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
18,3,1,0,24,1,2,0.292,6.0,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
10,5,3,0,13,1,7,1.0,1.25,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
4,0,3,2,6,1,11,0.5,0.333,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
11,3,6,1,27,1,9,0.444,1.1,0,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
2,2,1,0,17,1,9,0.294,0.2,1,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
