frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,next_repeated_violation
13,5,0,0,15,0,6,0.667,1.857,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,4,3,1,21,0,9,0.524,1.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,2,6,0,19,0,2,0.526,5.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,1,2,2,26,1,7,0.154,0.25,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,2,5,0,3,1,14,3.0,0.8,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
8,2,6,0,19,1,7,0.526,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,0,7,0,27,1,0,0.259,13.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,3,5,2,5,0,10,2.2,0.364,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,3,8,1,29,0,7,0.483,1.375,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,2,6,2,3,0,3,3.333,0.25,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,4,7,2,17,1,7,0.882,2.25,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,0,0,0,18,1,4,0.0,3.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,3,5,2,18,1,4,0.611,3.8,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,3,3,1,22,0,10,0.409,0.364,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,4,7,0,18,0,6,0.833,0.429,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
8,2,5,1,23,0,4,0.391,1.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,4,0,2,28,0,1,0.286,1.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,1,3,2,19,0,15,0.263,0.375,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,4,2,0,28,0,4,0.357,2.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,1,8,0,24,0,14,0.417,0.4,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,3,8,1,30,1,11,0.467,0.917,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,2,4,0,3,0,8,2.667,0.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
20,0,6,0,15,1,6,0.4,2.857,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,4,3,2,27,0,2,0.407,5.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,3,3,2,26,0,5,0.346,2.167,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,4,8,2,16,1,11,1.0,1.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
7,5,7,2,17,0,5,1.0,1.167,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
7,3,5,1,17,1,6,0.647,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,3,1,0,10,1,14,0.7,0.867,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
20,5,8,1,15,1,14,1.2,1.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,1,2,2,17,0,6,0.235,0.714,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,0,5,0,3,0,0,1.667,12.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,0,5,2,8,1,3,0.625,3.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
9,2,2,2,30,1,6,0.2,1.286,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,2,8,2,23,1,12,0.522,0.462,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,2,2,0,28,0,5,0.214,2.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,3,7,2,26,0,7,0.5,1.75,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,3,7,1,15,1,1,0.867,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,4,4,2,16,1,3,0.75,1.25,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,5,2,1,23,1,7,0.522,0.625,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,2,1,2,12,0,2,0.417,5.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,1,3,1,26,0,15,0.192,1.062,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,0,6,1,13,0,11,0.462,1.167,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,3,6,0,29,0,5,0.414,2.833,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,4,4,2,25,0,5,0.48,0.833,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,3,4,1,9,0,2,1.111,4.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,0,7,2,6,1,4,1.167,3.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,3,0,0,17,1,8,0.353,0.111,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,3,2,1,21,0,11,0.381,1.167,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,0,2,0,27,1,15,0.074,0.375,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,2,8,0,3,1,9,4.0,0.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,3,5,0,15,0,1,0.733,9.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,4,6,2,30,1,8,0.467,0.444,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,1,0,0,4,0,13,0.5,0.357,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,3,8,1,17,1,0,0.824,16.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,1,3,2,17,0,2,0.294,3.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,5,0,2,9,0,0,1.111,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,3,1,2,28,0,7,0.25,2.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,3,2,2,30,0,15,0.267,0.812,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,0,4,1,10,0,1,0.4,7.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
8,3,5,1,21,1,4,0.524,1.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
7,1,5,1,7,1,6,1.0,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,2,0,1,15,0,2,0.267,5.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,0,0,1,16,1,12,0.0,1.462,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,4,7,2,10,1,10,1.5,1.091,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,5,7,2,4,0,11,4.25,0.417,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,2,0,2,25,1,5,0.16,0.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,5,7,1,24,0,6,0.708,0.571,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,5,1,0,8,1,2,1.375,4.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,1,3,2,6,0,3,0.833,1.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,5,1,0,24,1,4,0.458,2.4,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
8,2,8,2,6,0,5,2.0,1.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,1,7,2,13,0,14,0.692,1.267,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,4,7,1,11,0,2,1.364,3.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,0,0,1,4,0,15,0.0,1.062,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,3,7,2,4,0,0,3.25,6.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,0,8,0,7,1,9,1.143,0.3,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,5,1,0,24,0,3,0.458,3.25,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,3,0,1,16,1,15,0.375,0.875,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,1,4,2,7,0,6,0.857,2.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,0,6,0,9,0,4,0.667,2.2,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,0,3,0,16,1,4,0.188,2.2,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,5,6,2,19,1,3,0.842,4.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
7,0,1,0,24,0,9,0.042,0.7,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
20,2,8,1,15,0,3,0.8,5.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
9,3,8,0,23,1,1,0.609,4.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,5,0,2,16,1,8,0.625,0.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,5,1,1,23,0,12,0.478,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,1,2,1,3,0,7,1.333,0.375,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,4,3,1,27,0,1,0.407,9.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,2,8,2,16,0,6,0.75,0.429,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,2,4,2,17,1,12,0.471,0.077,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,0,6,0,29,1,0,0.207,17.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,5,4,0,22,1,14,0.636,1.067,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,1,4,2,22,1,13,0.273,0.143,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,2,0,2,27,0,2,0.148,0.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,4,8,1,15,1,15,1.067,1.125,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,0,6,2,13,0,1,0.462,2.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,2,1,0,5,0,0,1.0,11.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,4,1,0,28,0,3,0.321,4.75,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,0,2,0,23,1,14,0.087,0.067,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,1,8,1,5,1,14,2.0,0.2,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,5,6,1,13,0,12,1.231,1.077,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,0,7,1,5,1,14,1.4,1.133,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,4,8,0,8,1,5,2.0,2.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
9,3,1,1,10,0,10,0.7,0.818,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,1,4,0,30,1,8,0.2,1.556,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
8,2,4,2,29,0,7,0.276,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
20,5,4,1,6,0,8,2.333,2.222,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,4,8,1,29,1,4,0.552,2.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,5,0,2,11,1,6,0.909,2.429,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,0,6,2,3,1,4,2.0,2.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,3,4,0,15,1,15,0.667,0.875,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,0,0,0,9,0,10,0.0,1.182,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,3,3,0,15,1,2,0.6,0.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,4,7,1,23,0,2,0.652,3.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,0,1,2,20,0,1,0.05,9.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
20,5,3,1,29,0,8,0.448,2.222,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,0,5,1,29,0,3,0.172,2.75,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,1,8,2,29,0,14,0.345,0.733,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,4,4,2,12,1,2,1.0,4.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,4,5,1,7,0,14,1.857,0.733,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
8,3,0,0,15,0,13,0.4,0.571,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,3,3,0,28,1,7,0.321,2.125,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,2,7,1,19,1,12,0.579,0.077,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,5,7,1,26,1,3,0.654,0.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,3,0,2,24,1,10,0.25,0.182,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,4,0,1,9,1,10,0.889,1.364,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,1,2,2,22,0,10,0.182,1.545,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
7,2,7,1,26,0,2,0.423,2.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,5,3,0,9,1,12,1.444,0.385,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,5,2,2,19,1,4,0.632,3.2,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,4,3,1,13,1,4,0.846,3.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,4,4,2,11,1,0,1.091,6.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,3,2,1,3,0,11,2.667,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,1,4,1,5,1,6,1.2,2.429,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
20,3,5,1,5,1,9,2.2,2.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,0,8,1,20,0,11,0.4,0.917,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,5,3,0,10,0,10,1.3,0.545,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,3,5,0,20,0,4,0.55,2.4,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,2,0,2,10,1,14,0.4,1.067,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,0,8,0,15,0,1,0.533,7.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,3,2,0,8,1,8,1.0,1.778,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,1,4,0,10,0,8,0.6,1.556,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
7,0,7,1,24,1,2,0.292,2.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,1,4,1,20,1,2,0.3,3.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,3,4,0,4,0,14,2.5,0.8,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,5,1,2,14,0,0,0.786,4.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,1,7,1,24,1,15,0.375,0.812,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,4,4,0,7,0,9,1.714,0.2,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
20,2,1,0,17,1,1,0.294,10.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,2,5,2,19,0,4,0.474,2.4,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,5,5,0,20,0,4,0.75,0.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,1,3,1,28,1,8,0.179,0.444,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,3,0,0,17,1,7,0.353,1.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,2,0,0,22,1,6,0.182,2.429,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,2,6,0,14,1,8,0.714,1.889,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,3,4,2,27,0,5,0.37,2.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,4,7,1,22,1,5,0.682,2.833,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,3,2,2,28,1,11,0.286,1.083,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,3,7,1,27,0,14,0.481,0.933,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,2,7,1,14,1,3,0.786,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,5,2,1,14,0,12,0.857,0.846,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,5,0,1,10,0,13,1.0,1.143,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,0,0,1,5,1,6,0.0,1.857,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,0,0,1,23,0,5,0.0,0.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,5,6,0,16,0,11,1.0,1.583,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,4,1,2,12,1,14,0.75,1.133,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,1,3,1,21,1,9,0.238,1.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
10,3,0,1,22,1,12,0.273,0.769,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,0,0,0,24,0,5,0.0,2.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,1,4,1,20,0,4,0.3,0.4,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,0,7,1,9,0,15,0.778,0.812,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,2,0,0,19,0,14,0.211,0.933,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,5,3,0,22,1,1,0.591,2.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,4,3,1,30,1,1,0.367,0.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,5,6,0,12,0,9,1.333,0.2,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,2,5,1,20,0,0,0.45,17.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
9,2,0,2,8,0,4,0.5,1.8,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,5,4,1,24,0,7,0.583,1.75,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,1,1,0,5,0,0,0.6,17.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,2,3,2,16,0,6,0.438,2.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,2,2,1,23,0,9,0.261,1.3,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,2,4,0,7,1,10,1.143,1.727,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,4,5,1,8,1,9,1.625,1.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,4,1,0,21,0,13,0.429,0.357,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
9,5,0,2,13,0,4,0.769,1.8,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,5,8,2,8,0,15,2.25,0.812,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
20,4,5,2,15,0,14,0.867,1.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,5,4,2,30,0,0,0.467,12.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,2,2,0,17,0,13,0.353,0.786,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,3,7,1,16,0,13,0.812,0.143,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,5,8,0,23,1,14,0.783,1.267,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,0,1,2,5,0,7,0.2,0.125,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,2,2,0,28,1,5,0.214,2.833,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,0,1,1,17,0,6,0.059,2.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,0,2,0,16,0,5,0.125,0.167,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,1,8,0,29,0,0,0.345,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,1,4,0,13,1,1,0.462,8.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,4,0,2,3,1,8,2.667,2.111,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,5,5,0,22,1,0,0.682,16.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,4,7,0,15,1,11,1.0,0.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,2,1,1,13,1,2,0.385,6.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
6,1,3,0,11,0,13,0.455,0.429,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,5,4,2,14,1,8,1.0,0.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,1,3,1,6,0,11,0.833,1.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
10,1,1,0,12,0,13,0.25,0.714,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
9,3,8,2,14,1,13,1.0,0.643,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,5,3,2,26,1,6,0.5,1.857,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,4,6,0,27,0,9,0.519,1.9,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,1,8,0,6,0,14,1.667,0.733,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,4,2,2,4,0,12,2.5,1.462,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
1,0,0,1,13,0,9,0.0,0.1,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,0,3,1,9,1,0,0.333,4.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,5,1,1,11,0,13,1.0,1.357,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
7,5,5,2,14,1,12,1.071,0.538,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,0,6,1,27,1,4,0.222,0.4,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,2,2,2,7,0,12,0.857,1.462,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
4,3,7,2,27,0,15,0.481,0.25,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,3,5,1,29,0,9,0.379,1.3,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,4,2,1,8,1,2,1.25,5.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
13,1,6,2,22,0,0,0.364,13.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
9,3,1,1,26,0,2,0.269,3.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
2,0,3,0,24,0,7,0.125,0.25,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
18,3,4,1,18,1,12,0.556,1.385,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,2,3,1,26,0,4,0.269,0.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
17,0,5,2,16,0,5,0.312,2.833,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
11,2,3,2,24,0,15,0.292,0.688,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
