student_id,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,avg_severity,is_major,no_violation_count,behavior_ratio,most_repeated_violation,will_reoffend_same_violation
S21249,2,0,2,0,3,0.38,0,158,0.62,Public display of affection,1
S21250,2,1,1,2,8,0.37,0,61,0.845,Unexcused tardiness/absence from class,0
S21251,6,4,2,2,12,0.77,1,3,0.247,Bullying,1
S21252,7,6,1,1,14,0.71,1,3,0.139,Cheating in examinations,0
S21253,7,6,1,2,11,0.93,1,0,0.142,Extortion,1
S21254,5,5,0,2,10,0.77,1,17,0.18,Smoking/Vaping,1
S21255,7,6,1,2,13,0.71,1,0,0.185,Cheating in examinations,0
S21256,4,4,0,3,13,0.83,1,20,0.067,Extortion,1
S21257,6,4,2,3,13,0.76,1,21,0.207,Engaging in immoral conduct,1
S21258,6,5,1,3,12,0.87,1,8,0.193,Stealing property,0
S21259,6,4,2,0,8,0.9,1,22,0.056,Gross disrespect to authority,0
S21260,3,2,1,2,10,0.91,1,25,0.153,Forgery,1
S21261,8,7,1,0,14,0.95,1,10,0.207,Bullying,1
S21262,6,5,1,3,11,0.91,1,5,0.011,Gross disrespect to authority,0
S21263,1,1,0,0,5,0.29,0,67,0.782,Littering the campus,0
S21264,4,2,2,3,13,0.92,1,3,0.032,Engaging in gambling,0
S21265,8,7,1,0,12,0.78,1,15,0.112,Engaging in gambling,1
S21266,5,3,2,1,8,0.96,1,1,0.238,Vandalism,0
S21267,5,4,1,2,10,0.99,1,6,0.01,Forgery,1
S21268,3,2,1,2,7,0.73,1,5,0.023,Engaging in gambling,0
S21269,3,3,0,1,10,0.76,1,2,0.13,Engaging in immoral conduct,1
S21270,0,0,0,2,3,0.34,0,208,0.611,Littering the campus,0
S21271,2,1,1,2,8,0.18,0,143,0.651,Wearing inappropriate/incomplete uniform,0
S21272,6,6,0,3,14,0.85,1,11,0.091,Stealing property,0
S21273,6,6,0,1,13,0.92,1,13,0.111,Forgery,1
S21274,8,6,2,1,11,0.92,1,27,0.157,Smoking/Vaping,1
S21275,9,7,2,0,14,0.84,1,0,0.248,Gross disrespect to authority,0
S21276,8,6,2,1,13,0.79,1,21,0.168,Stealing property,0
S21277,8,6,2,3,16,0.72,1,2,0.143,Cheating in examinations,0
S21278,9,7,2,1,12,0.78,1,0,0.132,Smoking/Vaping,1
S21279,5,5,0,3,13,0.87,1,5,0.137,Bullying,1
S21280,2,0,2,1,4,0.36,0,52,0.79,Public display of affection,0
S21281,3,0,3,1,8,0.36,0,230,0.684,Unexcused tardiness/absence from class,0
S21282,2,2,0,0,7,0.71,1,28,0.224,Membership in fraternities,1
S21283,3,1,2,0,7,0.19,0,38,0.749,Littering the campus,1
S21284,3,0,3,1,8,0.35,0,205,0.746,Unexcused tardiness/absence from class,0
S21285,3,1,2,1,6,0.14,0,219,0.747,Littering the campus,1
S21286,4,4,0,3,12,0.73,1,25,0.159,Forgery,1
S21287,9,7,2,1,16,0.95,1,7,0.081,Vandalism,0
S21288,1,0,1,1,3,0.15,0,157,0.602,Public display of affection,0
S21289,5,4,1,1,11,0.75,1,23,0.034,Gross disrespect to authority,1
S21290,6,4,2,3,12,0.72,1,13,0.197,Smoking/Vaping,1
S21291,4,1,3,0,6,0.39,0,152,0.66,Use of foul language,0
S21292,1,0,1,2,5,0.14,0,161,0.557,Use of foul language,0
S21293,3,3,0,2,10,0.82,1,22,0.034,Vandalism,1
S21294,7,7,0,2,11,0.92,1,5,0.183,Vandalism,1
S21295,7,7,0,3,13,0.73,1,24,0.248,Vandalism,1
S21296,8,6,2,2,16,0.93,1,4,0.133,Extortion,1
S21297,8,7,1,3,16,0.95,1,9,0.197,Gross disrespect to authority,1
S21298,5,5,0,2,9,0.95,1,5,0.002,Engaging in gambling,0
S21299,8,6,2,0,12,0.79,1,22,0.066,Extortion,1
S21300,9,7,2,3,14,0.82,1,20,0.081,Smoking/Vaping,1
S21301,2,2,0,1,8,0.73,1,20,0.064,Membership in fraternities,0
S21302,4,4,0,3,12,0.88,1,20,0.18,Engaging in gambling,1
S21303,7,6,1,1,10,0.9,1,22,0.205,Engaging in immoral conduct,1
S21304,4,1,3,1,6,0.32,0,202,0.526,Use of foul language,1
S21305,3,3,0,3,12,0.85,1,8,0.043,Forgery,1
S21306,1,1,0,0,2,0.37,0,211,0.627,Use of foul language,0
S21307,2,1,1,0,4,0.16,0,33,0.888,Public display of affection,1
S21308,8,6,2,2,13,0.86,1,0,0.004,Smoking/Vaping,0
S21309,1,0,1,1,6,0.24,0,167,0.631,Public display of affection,0
S21310,5,3,2,0,8,0.87,1,21,0.148,Smoking/Vaping,1
S21311,0,0,0,1,2,0.28,0,56,0.524,Wearing inappropriate/incomplete uniform,0
S21312,7,5,2,3,15,0.89,1,22,0.104,Extortion,1
S21313,2,1,1,2,7,0.31,0,56,0.674,Littering the campus,0
S21314,9,7,2,3,15,0.76,1,23,0.121,Engaging in immoral conduct,0
S21315,5,4,1,3,13,0.89,1,15,0.17,Bullying,0
S21316,6,4,2,0,11,0.86,1,12,0.156,Extortion,1
S21317,1,0,1,0,2,0.32,0,47,0.825,Littering the campus,0
S21318,5,3,2,0,9,0.81,1,28,0.005,Extortion,1
S21319,6,5,1,2,14,0.83,1,15,0.073,Bullying,1
S21320,6,5,1,1,9,0.88,1,8,0.131,Gross disrespect to authority,1
S21321,2,1,1,2,7,0.32,0,88,0.785,Unexcused tardiness/absence from class,0
S21322,2,0,2,2,5,0.2,0,118,0.633,Littering the campus,0
S21323,0,0,0,2,4,0.21,0,137,0.766,Littering the campus,0
S21324,6,4,2,2,11,0.77,1,14,0.029,Forgery,1
S21325,4,3,1,2,9,0.87,1,26,0.204,Forgery,0
S21326,2,2,0,0,4,0.83,1,4,0.081,Engaging in gambling,0
S21327,3,2,1,2,10,0.81,1,21,0.076,Gross disrespect to authority,1
S21328,3,3,0,0,5,0.75,1,1,0.248,Gross disrespect to authority,1
S21329,6,5,1,0,9,0.74,1,30,0.21,Membership in fraternities,1
S21330,3,0,3,0,6,0.37,0,101,0.603,Public display of affection,0
S21331,7,5,2,3,15,0.8,1,10,0.126,Extortion,1
S21332,3,2,1,0,5,0.93,1,26,0.223,Engaging in immoral conduct,1
S21333,1,0,1,2,4,0.26,0,175,0.552,Wearing inappropriate/incomplete uniform,0
S21334,6,6,0,0,8,0.93,1,29,0.135,Bullying,1
S21335,4,1,3,2,10,0.14,0,62,0.51,Littering the campus,1
S21336,8,7,1,3,14,0.98,1,18,0.125,Smoking/Vaping,1
S21337,5,3,2,2,11,0.99,1,16,0.164,Gross disrespect to authority,1
S21338,1,0,1,2,4,0.11,0,85,0.797,Use of foul language,0
S21339,3,1,2,1,6,0.22,0,205,0.778,Unexcused tardiness/absence from class,0
S21340,7,6,1,1,12,0.9,1,26,0.165,Stealing property,1
S21341,0,0,0,1,5,0.2,0,171,0.828,Public display of affection,0
S21342,1,0,1,1,4,0.39,0,152,0.886,Public display of affection,0
S21343,4,1,3,1,6,0.17,0,144,0.854,Unexcused tardiness/absence from class,1
S21344,1,1,0,1,4,0.4,0,170,0.612,Public display of affection,0
S21345,9,7,2,1,12,0.93,1,13,0.24,Vandalism,1
S21346,9,7,2,2,16,0.74,1,7,0.246,Forgery,0
S21347,2,2,0,3,11,0.84,1,1,0.218,Bullying,1
S21348,0,0,0,0,2,0.26,0,96,0.67,Public display of affection,0
S21349,0,0,0,1,3,0.2,0,141,0.805,Littering the campus,0
S21350,4,1,3,1,6,0.29,0,185,0.582,Use of foul language,0
S21351,3,0,3,0,6,0.2,0,111,0.738,Littering the campus,0
S21352,7,5,2,3,16,0.91,1,0,0.213,Smoking/Vaping,1
S21353,1,1,0,2,4,0.33,0,66,0.823,Unexcused tardiness/absence from class,0
S21354,1,0,1,2,5,0.29,0,104,0.883,Littering the campus,0
S21355,5,4,1,3,13,0.8,1,5,0.039,Engaging in gambling,0
S21356,5,3,2,0,9,0.72,1,28,0.238,Stealing property,1
S21357,3,2,1,2,8,0.71,1,24,0.094,Engaging in gambling,0
S21358,2,1,1,2,8,0.28,0,118,0.567,Unexcused tardiness/absence from class,0
S21359,6,4,2,1,12,1.0,1,24,0.225,Stealing property,1
S21360,6,6,0,0,10,0.81,1,0,0.037,Forgery,1
S21361,5,5,0,3,11,0.91,1,5,0.226,Stealing property,1
S21362,4,2,2,2,11,0.79,1,18,0.145,Cheating in examinations,0
S21363,3,3,0,3,9,0.8,1,24,0.059,Cheating in examinations,1
S21364,2,2,0,0,6,0.9,1,16,0.238,Engaging in immoral conduct,1
S21365,0,0,0,1,4,0.39,0,160,0.757,Use of foul language,0
S21366,3,1,2,1,7,0.36,0,31,0.734,Wearing inappropriate/incomplete uniform,0
S21367,3,1,2,1,5,0.22,0,190,0.841,Wearing inappropriate/incomplete uniform,0
S21368,2,1,1,2,8,0.18,0,152,0.514,Public display of affection,0
S21369,3,2,1,3,10,0.92,1,13,0.058,Engaging in gambling,0
S21370,1,0,1,1,6,0.11,0,152,0.808,Littering the campus,0
S21371,7,5,2,0,12,0.96,1,9,0.062,Forgery,0
S21372,2,2,0,0,8,0.74,1,0,0.074,Engaging in immoral conduct,1
S21373,5,3,2,3,12,0.81,1,24,0.114,Forgery,0
S21374,7,6,1,0,12,0.91,1,7,0.064,Forgery,1
S21375,5,5,0,2,10,0.89,1,19,0.107,Membership in fraternities,0
S21376,2,0,2,1,5,0.36,0,120,0.745,Wearing inappropriate/incomplete uniform,0
S21377,5,5,0,1,11,0.82,1,22,0.088,Membership in fraternities,0
S21378,2,1,1,1,6,0.33,0,244,0.69,Unexcused tardiness/absence from class,0
S21379,7,6,1,3,16,0.97,1,0,0.242,Engaging in immoral conduct,1
S21380,5,4,1,1,8,0.73,1,0,0.229,Stealing property,0
S21381,4,1,3,1,8,0.13,0,141,0.606,Wearing inappropriate/incomplete uniform,0
S21382,8,7,1,2,13,0.87,1,20,0.244,Bullying,1
S21383,1,1,0,0,3,0.22,0,228,0.594,Use of foul language,1
S21384,0,0,0,2,5,0.38,0,214,0.701,Use of foul language,1
S21385,5,3,2,0,7,0.96,1,23,0.226,Vandalism,1
S21386,6,6,0,2,12,0.78,1,4,0.108,Bullying,0
S21387,6,5,1,0,8,0.84,1,15,0.077,Extortion,0
S21388,4,1,3,1,8,0.23,0,243,0.739,Use of foul language,1
S21389,3,0,3,1,5,0.15,0,198,0.523,Use of foul language,0
S21390,3,3,0,3,10,0.98,1,1,0.102,Engaging in immoral conduct,1
S21391,3,2,1,0,6,0.71,1,19,0.122,Vandalism,1
S21392,7,7,0,0,9,0.98,1,4,0.189,Engaging in immoral conduct,1
S21393,5,3,2,1,11,0.96,1,26,0.001,Extortion,1
S21394,4,2,2,0,6,0.85,1,14,0.101,Gross disrespect to authority,1
S21395,0,0,0,0,1,0.28,0,109,0.692,Unexcused tardiness/absence from class,0
S21396,5,4,1,1,8,0.81,1,17,0.009,Vandalism,1
S21397,5,4,1,3,12,0.8,1,29,0.217,Extortion,1
S21398,9,7,2,2,14,0.94,1,26,0.239,Membership in fraternities,1
S21399,5,4,1,2,12,0.75,1,15,0.177,Cheating in examinations,1
S21400,9,7,2,3,16,0.9,1,13,0.116,Smoking/Vaping,0
S21401,3,3,0,1,8,0.82,1,16,0.173,Stealing property,1
S21402,3,1,2,1,5,0.2,0,93,0.89,Public display of affection,0
S21403,4,3,1,1,8,0.76,1,9,0.149,Vandalism,1
S21404,9,7,2,1,14,0.8,1,21,0.059,Vandalism,1
S21405,7,7,0,0,12,0.8,1,12,0.015,Stealing property,1
S21406,5,4,1,2,12,0.81,1,15,0.154,Extortion,1
S21407,4,2,2,1,7,0.91,1,1,0.135,Cheating in examinations,1
S21408,6,4,2,3,14,0.77,1,16,0.031,Stealing property,1
S21409,3,2,1,0,8,0.84,1,16,0.016,Gross disrespect to authority,1
S21410,2,1,1,1,4,0.39,0,233,0.707,Use of foul language,0
S21411,9,7,2,2,14,0.77,1,20,0.197,Vandalism,0
S21412,4,3,1,3,11,0.93,1,17,0.218,Forgery,1
S21413,4,1,3,1,9,0.18,0,75,0.54,Public display of affection,1
S21414,5,4,1,1,8,0.81,1,15,0.238,Extortion,1
S21415,4,1,3,1,7,0.19,0,173,0.653,Unexcused tardiness/absence from class,0
S21416,3,3,0,3,8,0.89,1,24,0.114,Bullying,1
S21417,3,0,3,0,6,0.13,0,185,0.886,Wearing inappropriate/incomplete uniform,0
S21418,6,5,1,3,14,0.71,1,1,0.165,Smoking/Vaping,1
S21419,5,4,1,1,11,0.85,1,12,0.208,Vandalism,1
S21420,3,3,0,2,10,0.74,1,27,0.215,Bullying,1
S21421,8,6,2,3,14,0.91,1,25,0.033,Vandalism,1
S21422,4,3,1,2,10,0.88,1,10,0.076,Membership in fraternities,0
S21423,5,4,1,3,10,0.77,1,20,0.086,Stealing property,1
S21424,7,6,1,3,15,0.76,1,29,0.012,Smoking/Vaping,1
S21425,1,0,1,0,2,0.16,0,155,0.816,Use of foul language,0
S21426,6,4,2,1,9,0.99,1,24,0.058,Bullying,1
S21427,8,6,2,1,14,0.79,1,18,0.037,Bullying,0
S21428,9,7,2,3,16,0.74,1,27,0.084,Engaging in gambling,1
S21429,4,2,2,1,9,0.89,1,8,0.01,Engaging in immoral conduct,0
S21430,3,2,1,2,11,0.74,1,14,0.249,Stealing property,1
S21431,3,1,2,1,7,0.2,0,109,0.695,Littering the campus,1
S21432,6,5,1,0,9,0.91,1,21,0.12,Gross disrespect to authority,1
S21433,3,0,3,2,9,0.35,0,157,0.876,Public display of affection,0
S21434,6,6,0,2,14,0.98,1,22,0.049,Extortion,0
S21435,6,4,2,1,9,0.75,1,29,0.154,Forgery,1
S21436,6,5,1,0,12,0.72,1,14,0.163,Engaging in immoral conduct,1
S21437,9,7,2,2,15,0.72,1,18,0.235,Gross disrespect to authority,0
S21438,6,4,2,0,11,0.99,1,18,0.203,Vandalism,1
S21439,6,5,1,0,11,0.99,1,29,0.0,Stealing property,0
S21440,5,5,0,0,9,0.98,1,28,0.164,Stealing property,1
S21441,2,2,0,2,8,0.88,1,26,0.208,Smoking/Vaping,1
S21442,2,0,2,1,6,0.23,0,161,0.595,Public display of affection,0
S21443,5,4,1,0,11,0.82,1,22,0.051,Smoking/Vaping,1
S21444,2,0,2,0,3,0.24,0,92,0.597,Wearing inappropriate/incomplete uniform,0
S21445,2,2,0,1,7,0.99,1,14,0.069,Extortion,1
S21446,2,0,2,2,6,0.27,0,73,0.861,Littering the campus,0
S21447,0,0,0,0,1,0.39,0,149,0.586,Unexcused tardiness/absence from class,0
S21448,6,4,2,3,14,0.72,1,10,0.063,Forgery,1
S21449,1,1,0,1,5,0.19,0,164,0.623,Unexcused tardiness/absence from class,0
S21450,2,2,0,0,8,0.86,1,20,0.203,Engaging in immoral conduct,0
S21451,3,0,3,1,8,0.27,0,72,0.59,Unexcused tardiness/absence from class,0
S21452,6,5,1,1,12,0.75,1,11,0.222,Stealing property,1
S21453,7,5,2,0,10,0.87,1,6,0.121,Extortion,0
S21454,8,6,2,0,14,0.83,1,16,0.189,Membership in fraternities,1
S21455,0,0,0,2,3,0.22,0,151,0.711,Use of foul language,0
S21456,3,3,0,1,7,0.81,1,9,0.129,Forgery,1
S21457,3,0,3,0,6,0.27,0,129,0.898,Wearing inappropriate/incomplete uniform,0
S21458,4,4,0,3,13,0.95,1,21,0.124,Forgery,1
S21459,5,4,1,0,7,0.9,1,28,0.122,Forgery,1
S21460,3,1,2,0,7,0.26,0,249,0.664,Unexcused tardiness/absence from class,0
S21461,4,2,2,0,7,0.85,1,22,0.197,Stealing property,1
S21462,3,0,3,0,6,0.15,0,36,0.891,Public display of affection,0
S21463,3,2,1,3,12,0.84,1,9,0.177,Engaging in immoral conduct,0
S21464,4,2,2,2,12,0.99,1,25,0.051,Vandalism,1
S21465,4,3,1,3,10,0.95,1,25,0.12,Engaging in gambling,1
S21466,9,7,2,1,12,0.96,1,21,0.024,Vandalism,0
S21467,6,4,2,2,11,0.94,1,21,0.14,Membership in fraternities,1
S21468,3,0,3,1,8,0.37,0,224,0.826,Public display of affection,0
S21469,4,4,0,3,9,0.71,1,4,0.026,Bullying,1
S21470,2,1,1,2,8,0.39,0,76,0.774,Use of foul language,0
S21471,6,4,2,0,12,0.92,1,11,0.106,Smoking/Vaping,1
S21472,2,0,2,1,6,0.31,0,82,0.866,Wearing inappropriate/incomplete uniform,0
S21473,9,7,2,3,18,0.81,1,30,0.1,Bullying,1
S21474,3,0,3,2,7,0.11,0,129,0.886,Unexcused tardiness/absence from class,0
S21475,4,1,3,2,9,0.24,0,90,0.866,Unexcused tardiness/absence from class,0
S21476,6,4,2,1,11,0.95,1,25,0.169,Bullying,1
S21477,0,0,0,2,3,0.29,0,60,0.517,Use of foul language,0
S21478,6,5,1,2,14,0.89,1,17,0.215,Forgery,0
S21479,9,7,2,1,15,0.86,1,8,0.047,Gross disrespect to authority,1
S21480,0,0,0,2,6,0.21,0,222,0.717,Littering the campus,0
S21481,5,4,1,1,8,0.82,1,19,0.006,Bullying,0
S21482,0,0,0,1,5,0.1,0,60,0.571,Wearing inappropriate/incomplete uniform,0
S21483,4,1,3,1,8,0.18,0,198,0.838,Use of foul language,0
S21484,5,3,2,1,8,0.72,1,22,0.052,Gross disrespect to authority,1
S21485,8,6,2,0,14,0.89,1,19,0.065,Engaging in immoral conduct,1
S21486,9,7,2,0,12,0.97,1,17,0.117,Extortion,1
S21487,0,0,0,1,5,0.14,0,51,0.752,Public display of affection,0
S21488,8,7,1,0,12,0.98,1,17,0.236,Gross disrespect to authority,1
S21489,3,0,3,0,4,0.33,0,128,0.823,Littering the campus,0
S21490,5,5,0,0,7,0.75,1,17,0.075,Stealing property,1
S21491,1,1,0,0,5,0.31,0,37,0.554,Littering the campus,0
S21492,3,0,3,0,4,0.19,0,90,0.606,Unexcused tardiness/absence from class,0
S21493,1,1,0,1,4,0.18,0,228,0.582,Littering the campus,1
S21494,4,4,0,0,9,0.82,1,19,0.104,Engaging in gambling,1
S21495,1,0,1,2,7,0.19,0,76,0.546,Unexcused tardiness/absence from class,1
S21496,4,3,1,3,13,0.81,1,17,0.063,Engaging in immoral conduct,1
S21497,4,2,2,0,10,0.92,1,19,0.228,Gross disrespect to authority,1
S21498,3,3,0,0,7,0.83,1,2,0.243,Cheating in examinations,1
S21499,7,5,2,0,10,0.79,1,14,0.186,Vandalism,1
S21500,6,4,2,2,12,0.86,1,18,0.135,Forgery,1
S21501,6,5,1,0,11,0.81,1,4,0.17,Smoking/Vaping,1
S21502,5,5,0,0,8,0.85,1,18,0.028,Engaging in immoral conduct,1
S21503,0,0,0,2,6,0.23,0,106,0.783,Wearing inappropriate/incomplete uniform,0
S21504,5,3,2,2,10,0.97,1,29,0.129,Stealing property,1
S21505,5,3,2,0,9,0.76,1,23,0.004,Forgery,0
S21506,3,0,3,0,4,0.24,0,62,0.601,Use of foul language,0
S21507,3,3,0,0,8,0.77,1,4,0.005,Extortion,1
S21508,6,4,2,0,8,0.84,1,20,0.194,Engaging in gambling,1
S21509,3,3,0,2,7,0.75,1,13,0.211,Smoking/Vaping,1
S21510,1,0,1,0,4,0.39,0,90,0.557,Public display of affection,0
S21511,4,4,0,2,9,0.98,1,22,0.141,Extortion,0
S21512,8,7,1,2,16,0.93,1,10,0.175,Extortion,1
S21513,2,2,0,2,8,0.88,1,24,0.11,Engaging in gambling,1
S21514,8,6,2,3,13,0.97,1,26,0.192,Vandalism,1
S21515,5,4,1,0,11,0.73,1,25,0.124,Vandalism,0
S21516,4,3,1,3,11,0.73,1,24,0.085,Stealing property,1
S21517,4,3,1,1,7,0.78,1,30,0.073,Engaging in immoral conduct,1
S21518,4,4,0,2,8,0.7,1,8,0.025,Extortion,1
S21519,4,3,1,1,7,0.74,1,14,0.114,Gross disrespect to authority,1
S21520,8,6,2,3,17,0.88,1,0,0.034,Engaging in immoral conduct,1
S21521,5,3,2,0,7,0.85,1,7,0.121,Membership in fraternities,1
S21522,4,4,0,0,8,0.81,1,17,0.031,Cheating in examinations,1
S21523,3,1,2,2,8,0.11,0,131,0.776,Public display of affection,1
S21524,3,0,3,2,9,0.35,0,206,0.851,Unexcused tardiness/absence from class,0
S21525,2,2,0,2,9,0.81,1,26,0.138,Engaging in gambling,0
S21526,5,5,0,1,11,0.72,1,25,0.184,Cheating in examinations,1
S21527,4,4,0,2,8,0.74,1,24,0.124,Forgery,1
S21528,7,7,0,2,13,0.97,1,27,0.122,Membership in fraternities,1
S21529,6,4,2,0,8,0.92,1,19,0.118,Engaging in gambling,1
S21530,1,0,1,1,6,0.29,0,79,0.526,Wearing inappropriate/incomplete uniform,0
S21531,3,2,1,2,8,0.94,1,16,0.167,Forgery,0
S21532,1,1,0,2,4,0.36,0,156,0.848,Wearing inappropriate/incomplete uniform,1
S21533,4,4,0,0,9,0.79,1,28,0.109,Forgery,1
S21534,8,6,2,3,13,0.89,1,23,0.101,Cheating in examinations,1
S21535,3,2,1,0,5,0.71,1,25,0.049,Bullying,0
S21536,9,7,2,2,15,0.9,1,11,0.05,Engaging in gambling,1
S21537,3,1,2,2,9,0.16,0,250,0.509,Unexcused tardiness/absence from class,0
S21538,7,6,1,3,13,0.85,1,20,0.161,Engaging in immoral conduct,1
S21539,3,2,1,0,8,0.85,1,17,0.164,Forgery,0
S21540,3,3,0,2,9,0.85,1,1,0.141,Smoking/Vaping,1
S21541,8,6,2,1,15,0.77,1,4,0.077,Engaging in gambling,1
S21542,7,5,2,2,14,0.74,1,19,0.07,Engaging in immoral conduct,1
S21543,3,0,3,1,8,0.2,0,154,0.663,Littering the campus,0
S21544,9,7,2,0,11,0.89,1,25,0.011,Extortion,1
S21545,4,1,3,2,10,0.28,0,64,0.537,Public display of affection,0
S21546,8,6,2,1,13,0.84,1,18,0.209,Cheating in examinations,1
S21547,5,5,0,3,10,0.77,1,27,0.12,Engaging in gambling,1
S21548,4,4,0,0,9,0.72,1,16,0.166,Engaging in gambling,1
S21549,7,5,2,3,13,0.75,1,29,0.059,Bullying,1
S21550,4,1,3,0,5,0.39,0,146,0.582,Wearing inappropriate/incomplete uniform,0
S21551,4,1,3,1,6,0.33,0,162,0.65,Littering the campus,0
S21552,6,4,2,2,10,0.76,1,23,0.219,Vandalism,1
S21553,5,4,1,0,9,0.78,1,20,0.047,Engaging in immoral conduct,1
S21554,4,1,3,1,7,0.21,0,74,0.745,Public display of affection,0
S21555,0,0,0,0,3,0.3,0,107,0.523,Wearing inappropriate/incomplete uniform,0
S21556,9,7,2,3,15,0.85,1,29,0.246,Vandalism,1
S21557,3,1,2,1,8,0.1,0,73,0.515,Use of foul language,0
S21558,4,1,3,2,7,0.28,0,204,0.638,Unexcused tardiness/absence from class,0
S21559,5,5,0,1,10,0.83,1,25,0.162,Vandalism,1
S21560,3,3,0,1,7,0.79,1,29,0.084,Stealing property,1
S21561,7,7,0,2,11,0.95,1,5,0.203,Engaging in immoral conduct,1
S21562,3,1,2,0,6,0.2,0,41,0.808,Use of foul language,0
S21563,2,0,2,1,6,0.15,0,45,0.864,Public display of affection,0
S21564,5,5,0,1,9,0.97,1,6,0.077,Bullying,1
S21565,2,0,2,0,6,0.15,0,82,0.566,Unexcused tardiness/absence from class,0
S21566,0,0,0,0,2,0.36,0,134,0.814,Littering the campus,0
S21567,8,6,2,0,11,0.72,1,3,0.208,Stealing property,1
S21568,3,1,2,0,4,0.12,0,97,0.846,Littering the campus,0
S21569,7,7,0,0,10,0.75,1,6,0.18,Smoking/Vaping,1
S21570,2,2,0,0,7,0.75,1,27,0.082,Vandalism,1
S21571,8,6,2,2,14,0.95,1,8,0.186,Bullying,1
S21572,4,1,3,0,8,0.31,0,181,0.811,Unexcused tardiness/absence from class,0
S21573,2,0,2,2,6,0.33,0,177,0.743,Wearing inappropriate/incomplete uniform,1
S21574,4,4,0,1,9,0.94,1,10,0.167,Bullying,1
S21575,4,3,1,1,8,0.99,1,25,0.202,Extortion,1
S21576,0,0,0,1,2,0.17,0,218,0.616,Wearing inappropriate/incomplete uniform,1
S21577,2,2,0,1,8,0.98,1,5,0.194,Membership in fraternities,1
S21578,5,3,2,1,11,0.73,1,0,0.032,Engaging in immoral conduct,1
S21579,8,7,1,3,17,0.79,1,25,0.029,Engaging in gambling,1
S21580,9,7,2,1,14,0.89,1,9,0.082,Engaging in immoral conduct,1
S21581,1,0,1,1,3,0.36,0,144,0.774,Littering the campus,0
S21582,8,6,2,2,12,0.81,1,0,0.242,Forgery,1
S21583,3,2,1,1,6,0.74,1,17,0.025,Gross disrespect to authority,1
S21584,1,1,0,0,2,0.2,0,148,0.639,Use of foul language,0
S21585,7,5,2,0,10,0.76,1,10,0.152,Membership in fraternities,1
S21586,3,2,1,0,8,0.77,1,12,0.217,Membership in fraternities,0
S21587,1,1,0,2,4,0.14,0,215,0.703,Littering the campus,0
S21588,7,7,0,3,15,0.74,1,7,0.141,Membership in fraternities,1
S21589,3,2,1,3,8,0.84,1,30,0.067,Cheating in examinations,1
S21590,3,3,0,0,9,0.89,1,15,0.155,Stealing property,1
S21591,3,3,0,1,8,0.9,1,12,0.181,Engaging in gambling,1
S21592,3,0,3,2,7,0.38,0,33,0.886,Littering the campus,0
S21593,4,3,1,1,9,0.74,1,28,0.146,Forgery,1
S21594,7,5,2,2,11,0.8,1,2,0.193,Cheating in examinations,0
S21595,4,4,0,1,10,0.78,1,26,0.119,Cheating in examinations,1
S21596,7,7,0,3,12,0.92,1,12,0.059,Extortion,1
S21597,5,4,1,3,11,0.87,1,12,0.17,Cheating in examinations,0
S21598,2,1,1,0,6,0.19,0,31,0.71,Unexcused tardiness/absence from class,0
S21599,4,4,0,2,8,0.93,1,28,0.115,Extortion,1
S21600,7,5,2,3,14,0.98,1,25,0.087,Cheating in examinations,1
S21601,5,4,1,3,12,0.85,1,17,0.099,Forgery,1
S21602,7,5,2,2,13,0.95,1,0,0.174,Bullying,1
S21603,2,1,1,0,3,0.38,0,163,0.65,Unexcused tardiness/absence from class,0
S21604,3,3,0,0,8,0.89,1,17,0.191,Extortion,1
S21605,3,0,3,1,8,0.24,0,221,0.508,Public display of affection,0
S21606,4,3,1,2,11,0.71,1,22,0.144,Engaging in gambling,1
S21607,2,2,0,2,8,0.92,1,8,0.165,Stealing property,1
S21608,6,4,2,3,12,0.73,1,10,0.009,Engaging in gambling,1
S21609,1,1,0,1,6,0.12,0,192,0.618,Public display of affection,0
S21610,4,3,1,2,10,0.72,1,18,0.057,Stealing property,1
S21611,3,3,0,2,11,0.71,1,5,0.237,Forgery,0
S21612,6,6,0,3,13,0.74,1,15,0.009,Cheating in examinations,1
S21613,3,2,1,2,8,0.71,1,9,0.097,Stealing property,1
S21614,6,5,1,3,12,0.94,1,22,0.021,Gross disrespect to authority,0
S21615,5,5,0,0,11,0.82,1,28,0.143,Bullying,1
S21616,5,4,1,2,13,0.74,1,9,0.08,Forgery,1
S21617,5,4,1,0,9,0.85,1,8,0.213,Cheating in examinations,1
S21618,0,0,0,2,6,0.31,0,101,0.614,Public display of affection,0
S21619,7,6,1,2,13,0.93,1,13,0.226,Forgery,1
S21620,2,2,0,0,4,0.79,1,29,0.236,Gross disrespect to authority,1
S21621,3,2,1,0,5,0.73,1,8,0.168,Extortion,1
S21622,7,7,0,2,13,0.73,1,6,0.192,Bullying,1
S21623,2,2,0,0,8,0.72,1,2,0.045,Membership in fraternities,1
S21624,7,7,0,1,14,0.81,1,18,0.075,Stealing property,0
S21625,9,7,2,1,13,0.86,1,9,0.179,Forgery,1
S21626,4,4,0,1,7,0.75,1,14,0.048,Forgery,1
S21627,1,1,0,2,4,0.12,0,91,0.881,Use of foul language,0
S21628,4,4,0,2,10,0.96,1,7,0.011,Vandalism,1
