student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio
S12879,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",3,0,0,1,5,0,0.067,1,4,0.556
S12880,Inciting others to violate school regulations or not to attend classes,2,3,1,2,5,1,0.451,0,6,0.875
S12881,Indecency in media,5,0,3,1,6,0,0.389,1,0,0.083
S12882,Colored dyed color/hair/beard,0,1,1,1,1,0,0.273,0,5,3.0
S12883,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",3,1,0,1,4,1,0.396,1,0,0.125
S12884,Extortion or blackmailing or attempt,5,3,1,1,6,1,0.596,1,2,0.25
S12885,Gaining access to the school computer or computer network,2,1,0,0,3,1,0.354,0,1,0.333
S12886,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,1,0,1,6,1,0.444,0,3,0.4
S12887,Lack of respect to faculty/authority,8,0,1,1,10,1,0.478,1,0,0.053
S12888,Promoting or participating in immoral/indecent conduct on or off campus,0,1,0,0,1,1,0.306,1,8,4.5
S12889,Placing of stickers and other objects on school ID,4,1,2,0,4,0,0.3,0,3,0.444
S12890,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",6,2,2,0,8,1,0.355,1,0,0.067
S12891,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,2,2,8,0,0.476,1,0,0.071
S12892,Recruitment and/or membership in sororities and fraternities,7,2,0,1,9,1,0.34,1,0,0.059
S12893,Colored nail polish,0,0,1,2,4,0,0.194,0,4,1.0
S12894,Wilful and malicious damage of the property of any member of school community,3,4,1,2,5,1,0.524,0,5,0.667
S12895,"Falsification of official documents, test papers, clearances and confidential",3,0,1,0,4,1,0.271,0,1,0.25
S12896,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",2,0,2,1,4,0,0.318,0,2,0.429
S12897,Gaining access to the school computer or computer network,7,1,0,0,8,1,0.424,1,1,0.125
S12898,"Wearing of scarves, patches, caps",3,0,2,1,5,0,0.089,0,0,0.111
S12899,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),4,1,0,1,7,0,0.253,0,0,0.083
S12900,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",6,2,2,1,9,1,0.471,1,0,0.062
S12901,Recruitment and/or membership in sororities and fraternities,4,1,0,0,6,1,0.598,0,3,0.364
S12902,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",2,3,0,1,4,1,0.377,0,4,0.714
S12903,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",7,0,1,1,10,0,0.39,1,0,0.056
S12904,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,3,0,0,4,1,0.52,1,0,0.111
S12905,Wearing of improper and other colored PE uniforms,1,0,1,0,1,0,0.181,0,6,2.333
S12906,Bringing dishonor to the name of school,1,1,2,0,2,1,0.326,0,0,0.25
S12907,"Introduction of improper, foul or indecent language or gesture",5,1,0,2,7,1,0.42,1,3,0.308
S12908,Bullying (Cyber or otherwise) Faculty members/personnel,3,2,0,2,5,1,0.704,1,0,0.111
S12909,Providing/financing parties for prohibited drugs,1,0,1,0,3,1,0.254,0,0,0.2
S12910,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,1,0,7,0,0.319,1,0,0.071
S12911,Bullying (Cyber or otherwise) Faculty members/personnel,2,0,1,2,4,1,0.145,0,3,0.571
S12912,Leaving the classroom without permission during class hour and school activity,3,4,0,0,5,1,0.315,0,5,0.667
S12913,Engaging in premarital sex,3,2,0,2,5,1,0.432,0,5,0.667
S12914,Lending/borrowing school ID as pass/for gate access,4,2,0,0,4,1,0.425,1,0,0.111
S12915,Forgery,3,2,0,0,5,1,0.296,1,3,0.444
S12916,"Forging signatures of school authorities, parents, guardians or students",5,0,1,2,7,1,0.4,0,0,0.077
S12917,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,0,0,0,5,0,0.152,0,1,0.222
S12918,"Wearing of scarves, patches, caps",7,1,3,1,10,0,0.548,1,0,0.056
S12919,Engaging in premarital sex,0,2,0,0,1,1,0.197,0,6,3.5
S12920,Organizing of groups for purpose of destroying school properties,0,1,0,1,2,1,0.352,0,0,0.333
S12921,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",2,1,3,2,5,0,0.343,1,5,0.75
S12922,Bringing outsiders to school for improper purpose,4,2,0,0,5,1,0.644,1,0,0.1
S12923,"A student caught lending, borrowing, using another person’s ID/SSP",5,1,2,1,8,0,0.406,0,0,0.071
S12924,Providing/financing parties for prohibited drugs,6,2,0,0,6,1,0.414,1,2,0.231
S12925,Unauthorized use of information,4,1,2,0,4,1,0.304,0,0,0.111
S12926,Lack of respect to faculty/authority,4,4,2,2,8,1,0.675,1,0,0.077
S12927,Use of foul language,7,0,4,0,7,0,0.438,1,2,0.2
S12928,Membership in sororities and fraternities,5,3,0,2,9,1,0.486,1,0,0.067
S12929,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",3,0,0,0,4,0,0.218,0,5,0.75
S12930,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,2,0,2,7,1,0.6,0,1,0.167
S12931,"Forging signatures of school authorities, parents, guardians or students",4,2,0,1,5,1,0.405,1,0,0.1
S12932,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",5,0,2,0,7,0,0.312,0,0,0.077
S12933,Bullying (Cyber or otherwise) Faculty members/personnel,1,0,0,0,1,1,0.153,0,4,1.667
S12934,Colored nail polish,7,0,1,0,8,0,0.409,1,0,0.062
S12935,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",6,1,0,0,8,0,0.168,1,2,0.2
S12936,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,1,2,0,3,0,0.103,1,2,0.429
S12937,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,0,0,8,0,0.174,0,0,0.067
S12938,Pushing of prohibited drugs,6,2,1,1,9,1,0.383,1,0,0.062
S12939,Posting below or circulating destructive language or signs in the internet or through multimedia,2,3,1,1,4,1,0.458,1,1,0.286
S12940,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),3,2,1,0,3,1,0.225,0,0,0.143
S12941,Organizing of groups for purpose of destroying school properties,4,1,0,0,5,1,0.38,0,2,0.3
S12942,Inciting others to violate school regulations or not to attend classes,0,3,1,0,2,1,0.425,0,4,1.667
S12943,"Vandalism, destruction of school properties",6,4,0,1,8,1,0.694,1,0,0.067
S12944,"Falsification of official documents, test papers, clearances and confidential",3,1,0,2,7,1,0.269,1,3,0.364
S12945,Leaving the classroom without permission during class hour and school activity,8,1,2,1,10,1,0.418,1,0,0.053
S12946,Cybersecurity breach (plagiarism),7,3,1,2,11,1,0.583,1,0,0.053
S12947,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,0,2,0,1,3,1,0.329,0,5,1.5
S12948,Recruitment and/or membership in sororities and fraternities,5,0,0,0,5,1,0.305,1,0,0.091
S12949,"Possession or use of deadly weapons, explosives, prohibited drugs",6,3,0,0,7,1,0.523,1,0,0.071
S12950,Colored dyed color/hair/beard,0,1,1,0,1,0,0.071,0,7,4.0
S12951,"A student caught lending, borrowing, using another person’s ID/SSP",3,1,0,0,4,0,0.068,1,0,0.125
S12952,"Forging signatures of school authorities, parents, guardians or students",1,2,1,0,2,1,0.373,0,1,0.5
S12953,"A student caught lending, borrowing, using another person’s ID/SSP",7,1,0,1,9,0,0.217,1,0,0.059
S12954,Conviction for a criminal offense by the administrator's judgment,0,0,0,1,1,1,0.232,0,2,1.5
S12955,Assault fellow students,0,0,0,1,3,1,0.262,0,2,0.75
S12956,Jumping over the fence,4,0,2,1,6,1,0.408,1,0,0.091
S12957,Shoplifting,2,1,1,0,3,1,0.42,0,2,0.5
S12958,Colored dyed color/hair/beard,1,1,3,2,5,0,0.442,0,4,0.714
S12959,Real acts of threat (major/minor) that constitute incompatibility,3,3,0,1,5,1,0.473,1,0,0.111
S12960,"A student caught lending, borrowing, using another person’s ID/SSP",4,1,3,0,6,0,0.206,0,0,0.091
S12961,Bringing outsiders to school during school function/activity,2,3,2,2,5,1,0.417,0,0,0.125
S12962,"Wearing of scarves, patches, caps",6,1,2,0,6,0,0.199,1,0,0.077
S12963,Wearing of improper and other colored PE uniforms,5,0,0,2,8,0,0.334,1,0,0.071
S12964,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",4,3,0,1,6,1,0.46,1,0,0.091
S12965,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,1,1,2,7,0,0.369,1,0,0.091
S12966,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),6,4,0,0,7,1,0.541,1,0,0.071
S12967,"Falsification of official documents, test papers, clearances and confidential",3,0,1,2,6,1,0.242,1,0,0.1
S12968,"Introduction of improper, foul or indecent language or gesture",7,0,1,1,8,1,0.317,1,0,0.062
S12969,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,3,4,0,1,4,1,0.406,0,6,0.875
S12970,Leaving the classroom without permission during class hour and school activity,0,1,1,1,1,1,0.017,0,1,1.0
S12971,Bringing dishonor to the name of school,1,4,1,1,3,1,0.459,0,1,0.4
S12972,Bringing outsiders to school during school function/activity,5,2,0,1,8,1,0.569,1,0,0.071
S12973,Placing of stickers and other objects on school ID,7,0,2,0,8,0,0.449,1,0,0.062
S12974,Forgery,0,2,2,0,1,1,0.366,0,3,2.0
S12975,Forgery,6,0,0,0,6,1,0.411,1,0,0.077
S12976,"Grave threat on any student, personnel or administrator",0,3,2,0,1,1,0.417,1,3,2.0
S12977,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",2,0,0,0,4,1,0.287,1,1,0.286
S12978,"Littering the campus (candy wrappers, bottles, plastic materials)",5,0,0,0,5,0,0.175,1,1,0.182
S12979,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,5,1,0,0,7,0,0.067,1,0,0.077
S12980,Using another person's identity,4,0,0,1,6,1,0.252,1,0,0.091
S12981,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,1,0,0,4,0,0.182,1,3,0.444
S12982,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",3,0,0,0,3,0,0.007,0,6,1.0
S12983,Bringing outsiders to school for improper purpose,4,0,0,0,4,1,0.229,1,1,0.222
S12984,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),6,0,3,0,7,0,0.432,1,0,0.071
S12985,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,1,1,6,0,0.273,1,2,0.25
S12986,Bullying (Cyber or otherwise) Faculty members/personnel,1,0,0,0,1,1,0.142,0,1,0.667
S12987,Public display of affection in any places inside the campus or in social media,6,0,2,1,8,0,0.301,1,2,0.2
S12988,Unexcused tardiness/absence from class,8,0,0,1,9,0,0.218,1,0,0.056
S12989,Shoplifting,4,4,1,1,5,1,0.659,0,0,0.1
S12990,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",0,0,2,2,2,0,0.206,0,7,2.667
S12991,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",0,4,1,2,4,1,0.593,0,4,1.0
S12992,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,5,2,2,0,6,1,0.403,1,3,0.333
S12993,Membership in sororities and fraternities,2,3,0,0,2,1,0.33,1,5,1.2
S12994,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",1,1,1,1,2,1,0.295,0,6,1.75
S12995,Use of foul language,3,1,2,0,4,0,0.096,0,3,0.5
S12996,"Grave threat on any student, personnel or administrator",7,2,2,1,8,1,0.579,1,0,0.062
S12997,Cybersecurity breach (plagiarism),1,3,0,0,3,1,0.498,0,0,0.2
S12998,Use of foul language,1,0,4,0,3,0,0.327,1,4,1.0
S12999,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",0,1,0,1,1,0,0.049,0,8,4.5
S13000,Engaging in premarital sex,7,2,1,0,9,1,0.477,1,0,0.059
S13001,Students/fellow students - Physically,7,0,2,0,9,1,0.421,1,1,0.118
S13002,Pushing of prohibited drugs,3,3,2,0,5,1,0.386,1,4,0.556
S13003,Assault fellow students,6,2,1,1,7,1,0.462,1,0,0.071
S13004,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",2,0,1,0,4,1,0.275,0,1,0.286
S13005,Real acts of threat (major/minor) that constitute incompatibility,4,3,0,1,5,1,0.519,1,1,0.2
S13006,Forgery,5,2,0,2,9,1,0.31,0,2,0.2
S13007,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,5,1,2,2,9,1,0.511,0,0,0.067
S13008,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",7,1,2,2,10,0,0.482,1,0,0.056
S13009,Circulating destructive language and statement that is against the school through any platform,1,1,1,2,3,1,0.218,1,7,1.6
S13010,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",4,0,2,2,7,0,0.215,0,0,0.083
S13011,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",4,1,0,0,4,1,0.217,1,5,0.667
S13012,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",8,0,0,0,9,0,0.358,1,0,0.056
S13013,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",6,2,0,0,7,1,0.536,1,0,0.071
S13014,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,7,1,2,2,9,0,0.365,0,0,0.059
S13015,Engaging in premarital sex,0,1,0,0,2,1,0.178,1,0,0.333
S13016,Unexcused tardiness/absence from class,4,0,0,0,6,0,0.031,1,4,0.455
S13017,Extortion or blackmailing or attempt,6,3,1,0,8,1,0.579,1,0,0.067
S13018,Extortion or blackmailing or attempt,3,2,0,1,6,1,0.405,0,2,0.3
S13019,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",1,0,0,0,2,0,0.254,0,5,1.5
S13020,"Forging signatures of school authorities, parents, guardians or students",1,1,0,0,1,1,0.363,0,0,0.333
S13021,Indecency in media,3,0,2,0,4,0,0.047,1,0,0.125
S13022,Posting below or circulating destructive language or signs in the internet or through multimedia,6,1,2,0,7,1,0.507,1,2,0.214
S13023,Bringing outsiders to school for improper purpose,2,4,2,1,4,1,0.603,0,0,0.143
S13024,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,5,2,0,0,6,1,0.663,1,0,0.083
S13025,Shoplifting,2,4,0,0,3,1,0.572,0,0,0.167
S13026,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",8,0,2,1,10,1,0.344,1,0,0.053
S13027,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,2,0,0,5,1,0.48,0,3,0.364
S13028,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",4,1,2,0,5,1,0.365,1,0,0.1
S13029,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",3,1,1,0,3,1,0.402,1,0,0.143
S13030,Membership in sororities and fraternities,3,0,2,0,3,1,0.299,0,1,0.286
S13031,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,5,2,2,0,7,1,0.623,1,0,0.077
S13032,Wilful and malicious damage of the property of any member of school community,0,4,0,0,1,1,0.377,1,7,4.0
S13033,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),2,0,2,0,2,0,0.241,0,0,0.2
S13034,Students/fellow students - Physically,8,0,1,0,8,1,0.439,1,0,0.059
S13035,Consistent violation of school rules and regulations,4,0,0,2,7,1,0.254,0,2,0.25
S13036,Lack of respect to faculty/authority,2,3,1,0,3,1,0.421,0,1,0.333
S13037,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",5,1,0,1,6,0,0.199,1,0,0.083
S13038,"Grave threat on any student, personnel or administrator",3,1,0,0,5,1,0.117,0,5,0.667
S13039,"Cheating in examinations, projects, case reports and research papers of others",0,2,0,0,1,1,0.349,0,8,4.5
S13040,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,6,2,0,0,6,1,0.336,1,0,0.077
S13041,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,2,1,8,0,0.332,1,3,0.286
S13042,"Cheating in examinations, projects, case reports and research papers of others",1,0,0,2,5,1,0.292,0,2,0.429
S13043,Leaving the classroom without permission during class hour and school activity,3,3,0,0,3,1,0.404,0,0,0.143
S13044,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",0,1,0,0,1,1,0.2,0,2,1.5
S13045,Membership in sororities and fraternities,0,3,0,0,1,1,0.317,0,4,2.5
S13046,Verbal or physical altercation between students or group of students,3,4,1,2,5,1,0.632,0,0,0.111
S13047,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",1,1,0,2,4,1,0.36,0,1,0.333
S13048,Real acts of threat (major/minor) that constitute incompatibility,4,4,0,0,4,1,0.466,0,0,0.111
S13049,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,1,0,1,0,2,0,0.167,0,6,1.75
S13050,Leaving the classroom without permission during class hour and school activity,6,3,0,2,8,1,0.537,1,0,0.067
S13051,Lack of respect to faculty/authority,0,1,1,0,1,1,0.103,0,1,1.0
S13052,"A student caught lending, borrowing, using another person’s ID/SSP",4,0,1,0,6,0,0.197,1,1,0.182
S13053,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,1,0,6,0,0.151,1,0,0.083
S13054,"Introduction of improper, foul or indecent language or gesture",7,0,2,0,7,1,0.378,1,1,0.133
S13055,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",5,0,0,1,7,1,0.207,1,0,0.077
S13056,Cybersecurity breach (plagiarism),2,4,0,0,2,1,0.487,0,6,1.4
S13057,"Introduction of improper, foul or indecent language or gesture",6,0,0,1,7,1,0.175,1,0,0.071
S13058,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",0,4,0,0,2,1,0.438,0,7,2.667
S13059,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",7,0,4,1,8,0,0.409,1,0,0.062
S13060,Bullying (Cyber or otherwise) Faculty members/personnel,5,3,0,1,7,1,0.626,1,3,0.308
S13061,Wearing of improper and other colored PE uniforms,2,1,0,0,3,0,0.183,0,0,0.167
S13062,Verbal or physical altercation between students or group of students,2,3,0,0,4,1,0.296,1,0,0.143
S13063,Students/fellow students - Physically,1,0,0,2,3,1,0.242,0,8,1.8
S13064,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",7,3,1,1,10,1,0.665,1,0,0.056
S13065,"Possession or use of deadly weapons, explosives, prohibited drugs",3,0,0,1,4,1,0.304,1,3,0.5
S13066,Recruitment and/or membership in sororities and fraternities,6,3,0,1,9,1,0.527,1,0,0.062
S13067,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,2,2,2,9,1,0.594,1,2,0.2
S13068,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",6,0,3,2,8,0,0.494,1,0,0.067
S13069,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",0,2,1,0,1,1,0.445,0,7,4.0
S13070,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",2,0,1,0,2,0,0.144,1,0,0.2
S13071,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",3,0,0,1,6,1,0.187,0,3,0.4
S13072,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",7,1,0,0,8,0,0.151,1,2,0.188
S13073,"Forging signatures of school authorities, parents, guardians or students",4,0,1,2,7,1,0.268,1,1,0.167
S13074,Extortion or blackmailing or attempt,6,3,0,0,7,1,0.467,1,0,0.071
S13075,"Stealing property of the school, students, school personnel, and fellow students",7,3,1,1,9,1,0.758,1,2,0.176
S13076,"Falsification of official documents, test papers, clearances and confidential",5,0,0,0,7,1,0.227,1,4,0.385
S13077,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,1,3,0,2,3,1,0.458,0,4,1.0
S13078,Wilful and malicious damage of the property of any member of school community,7,2,1,1,9,1,0.561,1,0,0.059
S13079,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),5,0,2,0,7,0,0.244,1,0,0.077
S13080,"Falsification of official documents, test papers, clearances and confidential",3,2,1,2,5,1,0.561,1,6,0.778
S13081,Forgery,5,3,0,0,7,1,0.48,0,0,0.077
S13082,"Grave threat on any student, personnel or administrator",0,1,0,2,3,1,0.146,0,1,0.5
S13083,Organizing of groups for purpose of destroying school properties,6,1,0,0,6,1,0.31,1,3,0.308
S13084,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",1,0,1,0,2,0,0.189,1,0,0.25
S13085,Wearing of improper and other colored PE uniforms,4,0,0,1,6,0,0.202,1,0,0.091
S13086,"Wearing of scarves, patches, caps",7,1,2,0,9,0,0.354,0,0,0.059
S13087,"Grave threat on any student, personnel or administrator",2,0,1,2,6,1,0.292,0,0,0.111
S13088,Circulating destructive language and statement that is against the school through any platform,5,1,2,0,5,1,0.533,1,0,0.091
S13089,Shoplifting,3,2,2,0,5,1,0.401,1,0,0.111
S13090,Public display of affection in any places inside the campus or in social media,2,0,0,1,5,0,0.027,0,1,0.25
S13091,Students/fellow students - Verbally/Written,5,0,0,1,6,1,0.292,1,0,0.083
S13092,"Cheating in examinations, projects, case reports and research papers of others",1,2,1,0,3,1,0.228,0,2,0.6
S13093,Jumping over the fence,4,0,0,0,5,1,0.219,0,0,0.1
S13094,Use of foul language,4,1,1,0,5,0,0.27,1,5,0.6
S13095,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,4,1,0,0,5,1,0.496,1,0,0.1
S13096,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,4,1,0,6,1,0.453,1,3,0.364
S13097,Circulating destructive language and statement that is against the school through any platform,3,4,0,0,4,1,0.374,0,3,0.5
S13098,Use of foul language,3,0,1,2,5,0,0.224,1,2,0.333
S13099,"Vandalism, destruction of school properties",2,1,1,0,3,1,0.202,1,0,0.167
S13100,Students/fellow students - Physically,4,0,1,0,6,1,0.213,1,1,0.182
S13101,Pushing of prohibited drugs,2,2,1,0,2,1,0.471,1,1,0.4
S13102,Colored dyed color/hair/beard,0,1,2,1,3,0,0.29,0,0,0.25
S13103,Membership in sororities and fraternities,5,0,2,0,5,1,0.208,1,4,0.455
S13104,Students/fellow students - Verbally/Written,3,0,0,2,5,1,0.378,0,4,0.556
S13105,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,0,4,0,2,2,1,0.435,0,1,0.667
S13106,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,3,0,0,4,1,0.462,1,1,0.222
S13107,Students/fellow students - Verbally/Written,7,0,0,0,9,1,0.329,1,0,0.059
S13108,"Forging signatures of school authorities, parents, guardians or students",0,2,0,1,1,1,0.15,0,2,1.5
S13109,"Wearing of scarves, patches, caps",2,1,0,0,3,0,0.113,0,1,0.333
S13110,Real acts of threat (major/minor) that constitute incompatibility,4,0,1,0,6,1,0.337,1,0,0.091
S13111,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",7,2,0,2,11,1,0.622,1,2,0.158
S13112,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),0,1,0,0,1,1,0.328,1,2,1.5
S13113,Organizing of groups for purpose of destroying school properties,3,1,2,2,7,1,0.564,0,0,0.091
S13114,Consistent violation of school rules and regulations,2,3,0,2,4,1,0.53,0,0,0.143
S13115,Leaving the classroom without permission during class hour and school activity,5,1,0,0,5,1,0.414,1,0,0.091
S13116,"Grave threat on any student, personnel or administrator",3,0,1,1,4,1,0.408,0,6,0.875
S13117,"Grave threat on any student, personnel or administrator",4,4,2,0,6,1,0.639,0,0,0.091
S13118,Lending/borrowing school ID as pass/for gate access,5,2,1,0,7,1,0.366,1,0,0.077
S13119,Real acts of threat (major/minor) that constitute incompatibility,8,0,2,1,11,1,0.399,1,0,0.05
S13120,Lack of respect to faculty/authority,4,0,0,0,6,1,0.31,1,2,0.273
S13121,"Cheating in examinations, projects, case reports and research papers of others",7,3,0,0,7,1,0.512,1,0,0.067
S13122,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,0,0,0,4,0,0.087,1,3,0.444
S13123,Extortion or blackmailing or attempt,0,3,0,1,3,1,0.447,0,4,1.25
S13124,Using another person's identity,3,0,2,2,6,1,0.349,1,0,0.1
S13125,Placing of stickers and other objects on school ID,5,0,2,1,7,0,0.341,1,0,0.077
S13126,Engaging in premarital sex,2,0,0,0,4,1,0.241,0,3,0.571
S13127,Gambling/betting in all forms,7,2,0,2,9,1,0.574,1,0,0.059
S13128,Students/fellow students - Physically,3,2,2,0,4,1,0.226,1,3,0.5
S13129,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,2,0,0,3,1,0.289,0,4,0.714
S13130,Circulating destructive language and statement that is against the school through any platform,3,2,0,1,5,1,0.527,1,2,0.333
S13131,Bringing dishonor to the name of school,0,2,1,1,3,1,0.292,1,3,1.0
S13132,"Introduction of improper, foul or indecent language or gesture",8,1,0,2,12,1,0.47,1,1,0.095
S13133,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",2,0,2,2,5,0,0.233,0,1,0.25
S13134,Students/fellow students - Verbally/Written,4,0,0,1,7,1,0.206,1,4,0.417
S13135,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,3,2,0,0,3,1,0.546,1,4,0.714
S13136,"Purchase, sale or distribution of alcoholic beverages or cigarettes",4,0,0,2,7,1,0.457,0,0,0.083
S13137,Colored dyed color/hair/beard,2,0,0,0,3,0,0.097,0,1,0.333
S13138,Conviction for a criminal offense by the administrator's judgment,0,0,0,0,2,1,0.014,0,8,3.0
S13139,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",2,0,1,0,2,1,0.295,0,7,1.6
S13140,Unauthorized use of information,2,1,0,2,6,1,0.385,0,6,0.778
S13141,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",7,0,0,2,9,0,0.185,1,2,0.176
S13142,Engaging in any form of gambling,5,3,0,0,7,1,0.523,1,0,0.077
S13143,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,3,1,2,2,5,0,0.27,0,1,0.222
